Duration,Start station number,End station number,Bike number,Member type
1913,31110,31200,W00150,Casual
676,31101,31100,W00334,Member
467,31010,31002,W01057,Casual
1032,31105,31212,W00333,Member
1019,31600,31200,W00508,Member
999,31610,31600,W00624,Member
1092,31107,31100,W00194,Member
1314,31106,31301,W00482,Member
172,31214,31200,W01120,Member
1524,31102,31204,W00848,Member
906,31208,31600,W00031,Member
645,31203,31600,W00755,Casual
650,31103,31213,W00015,Member
791,31103,31212,W00612,Member
1410,31606,31216,W01018,Member
484,31214,31205,W00448,Member
841,31503,31216,W00167,Member
305,31004,31006,W00453,Member
1082,31610,31100,W01065,Member
397,31006,31004,W00453,Member
451,31600,31213,W00031,Member
549,31613,31209,W00401,Casual
214,31009,31002,W00414,Member
208,31101,31203,W00597,Member
1326,31006,31215,W00794,Member
1054,31207,31100,W00277,Member
1523,31101,31205,W00939,Casual
1457,31101,31205,W00228,Casual
654,31202,31228,W00524,Member
1272,31215,31217,W00042,Casual
1229,31215,31217,W00356,Casual
1176,31400,31205,W00370,Member
737,31101,31228,W00812,Member
825,31212,31103,W00612,Member
806,31106,31204,W00280,Member
255,31201,31200,W00968,Member
395,31212,31206,W01122,Casual
947,31401,31216,W00927,Casual
3295,31214,31003,W00376,Member
1122,31108,31216,W00261,Member
968,31103,31216,W00674,Member
458,31212,31201,W00777,Member
1338,31106,31301,W00614,Member
272,31202,31213,W00301,Member
997,31203,31604,W01001,Casual
965,31203,31604,W00101,Casual
264,31202,31216,W01063,Member
245,31203,31213,W00103,Member
1092,31503,31212,W00707,Member
928,31603,31200,W00017,Member
888,31228,31205,W01123,Casual
767,31606,31208,W01071,Casual
741,31606,31208,W00100,Member
247,31203,31221,W00879,Member
239,31101,31214,W00911,Member
406,31107,31106,W00127,Member
313,31203,31200,W00335,Member
560,31104,31203,W00721,Member
14745,31206,31204,W01122,Casual
626,31214,31205,W00337,Casual
1100,31607,31216,W01012,Member
571,31101,31212,W00294,Member
351,31110,31212,W00203,Member
895,31109,31110,W00446,Member
437,31106,31214,W00605,Member
601,31600,31203,W00388,Casual
524,31104,31212,W00502,Member
768,31107,31221,W00239,Casual
728,31104,31212,W00693,Member
738,31107,31221,W00886,Casual
484,31003,31010,W00085,Member
238,31214,31213,W00082,Member
364,31101,31104,W00747,Member
648,31503,31214,W00438,Member
1041,31108,31204,W00943,Member
595,31221,31215,W01006,Member
546,31201,31600,W00777,Member
1793,31104,31301,W00940,Member
651,31215,31205,W00794,Member
1030,31214,31600,W00221,Member
336,31202,31200,W00878,Member
5120,31215,31217,W00010,Member
1663,31105,31613,W00385,Member
432,31203,31110,W00133,Member
399,31203,31221,W00721,Member
393,31203,31212,W00388,Member
813,31101,31213,W00316,Member
2512,31013,31013,W00445,Casual
490,31214,31101,W00437,Member
905,31110,31212,W00446,Casual
9651,31613,31613,W00861,Casual
866,31104,31205,W00747,Member
9591,31613,31613,W01068,Casual
710,31300,31301,W00081,Member
1539,31104,31228,W00266,Casual
1941,31212,31212,W00707,Casual
444,31202,31105,W00518,Member
2873,31212,31212,W00111,Casual
1365,31613,31205,W00804,Member
1488,31606,31613,W00159,Casual
861,31208,31613,W00100,Member
439,31104,31101,W00654,Member
297,31101,31203,W00437,Member
706,31208,31613,W01071,Casual
8257,31003,31003,W00970,Casual
8240,31003,31003,W00325,Casual
197,31214,31200,W00475,Member
1821,31610,31222,W00416,Member
612,31212,31110,W00446,Casual
478,31401,31101,W00538,Member
324,31107,31104,W00318,Member
310,31107,31104,W01075,Member
1630,31101,31203,W00654,Member
632,31228,31221,W00812,Member
9469,31111,31111,W00180,Casual
90,31011,31011,W00692,Member
7489,31212,31212,W00569,Casual
633,31203,31104,W00771,Member
16518,31503,31200,W00238,Casual
715,31005,31005,W00380,Member
1354,31107,31213,W00049,Member
1180,31205,31214,W00794,Member
7411,31212,31212,W00693,Casual
1106,31006,31205,W00256,Casual
6279,31205,31205,W01123,Casual
1639,31013,31220,W00445,Member
6241,31205,31205,W00351,Casual
6148,31205,31205,W00370,Casual
519,31203,31221,W00597,Member
4259,31203,31215,W00437,Casual
4228,31203,31215,W00479,Member
6603,31610,31610,W00836,Casual
546,31600,31201,W00407,Member
6462,31610,31610,W00545,Casual
4842,31009,31009,W00509,Casual
491,31604,31203,W00101,Member
3071,31600,31222,W00777,Casual
2972,31600,31222,W00624,Casual
3471,31202,31201,W00166,Casual
241,31402,31402,W01033,Member
1120,31008,31204,W00630,Casual
557,31103,31202,W00701,Member
354,31104,31105,W00771,Member
935,31214,31219,W00605,Member
212,31106,31104,W00997,Member
4530,31600,31600,W00795,Member
4434,31600,31600,W00395,Casual
1420,31106,31602,W00302,Casual
1387,31106,31602,W00270,Casual
958,31109,31104,W00333,Casual
9610,31215,31215,W00132,Casual
351,31401,31602,W01102,Member
442,31101,31201,W00538,Member
1038,31105,31215,W00409,Member
1138,31104,31603,W00888,Member
8240,31203,31219,W00654,Casual
8224,31203,31219,W00101,Casual
324,31104,31107,W00997,Member
3164,31108,31108,W00057,Casual
1425,31104,31107,W00333,Member
1390,31104,31107,W01075,Member
553,31201,31600,W00407,Member
1511,31201,31215,W00538,Casual
600,31301,31302,W00940,Member
6657,31215,31215,W00827,Casual
2621,31003,31003,W00724,Member
27611,31215,31200,W00409,Casual
245,31200,31214,W00150,Member
368,31107,31104,W00759,Member
1403,31613,31606,W01071,Casual
1401,31613,31606,W00385,Member
1144,31104,31201,W00318,Casual
3960,31002,31002,W00758,Casual
1276,31400,31213,W00901,Member
2369,31108,31103,W00851,Casual
1569,31613,31611,W01069,Member
6664,31006,31219,W00088,Casual
1489,31613,31611,W00100,Member
493,31202,31212,W00338,Member
6562,31006,31219,W00642,Casual
976,31205,31222,W00804,Member
2296,31208,31215,W01070,Member
1801,31002,31213,W00202,Member
1828,31222,31204,W00289,Casual
429,31104,31107,W00759,Member
1774,31222,31204,W00796,Casual
254,31202,31111,W00312,Member
1154,31202,31217,W00749,Casual
2221,31103,31610,W00662,Member
2189,31103,31610,W01024,Member
1101,31202,31217,W00701,Member
1152,31204,31218,W00848,Member
1472,31605,31217,W00211,Casual
1409,31215,31215,W00538,Casual
256,31107,31104,W01075,Casual
1335,31605,31217,W00426,Casual
1120,31200,31223,W00864,Member
747,31212,31205,W00388,Member
3740,31006,31222,W00119,Casual
2454,31105,31106,W00637,Casual
2394,31105,31106,W00518,Casual
3563,31006,31222,W00978,Casual
2920,31106,31206,W00984,Casual
919,31105,31604,W00540,Member
2844,31106,31206,W00127,Casual
984,31606,31605,W00147,Member
1254,31300,31200,W00069,Member
9137,31106,31106,W00172,Casual
979,31109,31205,W01019,Member
1472,31301,31301,W00482,Casual
8929,31106,31106,W00077,Casual
1408,31301,31301,W00614,Casual
1459,31503,31215,W00048,Casual
2878,31200,31215,W01059,Casual
2872,31200,31215,W00102,Casual
151,31600,31604,W00407,Member
7313,31602,31228,W00302,Member
877,31213,31205,W00215,Member
1415,31201,31106,W00166,Casual
1296,31104,31104,W01075,Member
1038,31217,31204,W00755,Member
1674,31204,31204,W00205,Casual
1639,31204,31204,W00280,Casual
1264,31201,31106,W00318,Casual
4430,31217,31605,W00989,Casual
4397,31217,31605,W00749,Casual
1480,31001,31215,W00892,Member
4156,31010,31010,W00260,Casual
596,31003,31003,W00376,Member
370,31107,31104,W00997,Member
5239,31606,31215,W00385,Casual
5208,31606,31215,W01113,Casual
3974,31010,31010,W00085,Casual
456,31111,31200,W00348,Member
1688,31205,31607,W00448,Casual
1011,31107,31101,W00333,Casual
1620,31106,31611,W00556,Casual
13454,31602,31602,W00270,Casual
13337,31602,31602,W01102,Casual
199,31104,31103,W00997,Member
4324,31108,31108,W00743,Casual
788,31503,31200,W00923,Member
5092,31200,31206,W00348,Casual
1278,31107,31215,W00759,Casual
325,31216,31100,W00167,Member
11470,31111,31101,W00091,Casual
817,31103,31212,W00676,Member
518,31216,31205,W01018,Member
1192,31606,31218,W00013,Member
564,31103,31106,W00997,Member
632,31106,31214,W00518,Casual
3158,31108,31108,W00439,Casual
3161,31108,31108,W01039,Casual
2199,31013,31013,W00580,Casual
1684,31215,31200,W00538,Casual
1142,31205,31006,W00228,Casual
1909,31013,31013,W00307,Casual
1114,31106,31215,W00166,Member
3263,31204,31600,W00236,Casual
1137,31106,31215,W00637,Member
3251,31204,31600,W00943,Casual
3252,31801,31802,W01082,Casual
221,31004,31013,W00938,Member
14224,31214,31214,W00150,Casual
471,31200,31205,W00279,Member
1458,31108,31200,W00948,Member
633,31216,31205,W00734,Member
400,31605,31606,W00987,Member
617,31205,31201,W00519,Casual
1363,31215,31105,W01006,Member
387,31214,31110,W00794,Casual
1590,31205,31208,W00388,Casual
591,31228,31109,W00897,Member
5190,31204,31204,W00796,Casual
1129,31500,31500,W00752,Member
9036,31611,31111,W00556,Casual
7187,31218,31216,W00848,Casual
2225,31606,31212,W01071,Member
7556,31217,31217,W00426,Casual
2122,31105,31228,W01035,Member
2126,31105,31228,W00768,Member
624,31604,31201,W00899,Member
6130,31204,31204,W01985,Casual
7481,31217,31217,W00397,Casual
1348,31604,31218,W00930,Casual
364,31208,31605,W00762,Member
1373,31101,31106,W00153,Member
475,31103,31201,W00612,Member
1206,31604,31218,W00407,Casual
283,31214,31101,W00039,Member
6732,31218,31216,W00829,Casual
226,31401,31602,W00896,Member
1311,31217,31600,W00356,Member
773,31214,31100,W00911,Member
1539,31103,31215,W00375,Member
511,31216,31202,W01063,Member
1520,31103,31215,W00910,Member
6438,31110,31110,W00446,Casual
849,31111,31200,W00121,Member
830,31111,31200,W00998,Member
1172,31217,31600,W00211,Casual
5187,31212,31212,W00569,Casual
6355,31110,31110,W00794,Casual
323,31104,31110,W01075,Member
4982,31212,31212,W00707,Casual
2435,31201,31203,W00519,Casual
531,31200,31100,W00538,Member
296,31401,31602,W00883,Member
623,31202,31200,W01063,Member
1322,31108,31204,W00224,Member
1422,31605,31228,W01105,Member
1951,31105,31215,W01006,Casual
1919,31105,31215,W00771,Casual
967,31600,31613,W00395,Member
9883,31200,31218,W00948,Casual
4114,31108,31108,W00805,Casual
4126,31108,31108,W00057,Casual
454,31606,31605,W00987,Member
2311,31217,31200,W01058,Casual
2292,31217,31200,W00701,Casual
2005,31605,31605,W00635,Casual
354,31213,31203,W00901,Member
2294,31108,31212,W01039,Casual
2188,31301,31302,W00081,Member
871,31106,31200,W00318,Member
689,31212,31213,W00621,Member
869,31110,31602,W00133,Member
958,31101,31212,W00393,Casual
2337,31201,31201,W00612,Casual
1644,31215,31107,W00137,Member
9976,31003,31002,W00376,Casual
9955,31003,31002,W00970,Casual
14920,31802,31801,W01082,Casual
2628,31201,31217,W00899,Casual
9904,31003,31002,W00325,Casual
244,31214,31101,W00340,Member
755,31203,31102,W00901,Member
824,31603,31613,W00772,Casual
881,31005,31013,W00380,Casual
264,31008,31002,W00999,Member
556,31200,31111,W00923,Member
1563,31215,31215,W00375,Casual
1511,31215,31215,W00910,Casual
902,31110,31101,W01075,Member
543,31005,31013,W00807,Casual
1818,31215,31218,W00385,Member
1763,31215,31218,W00479,Member
1342,31606,31218,W01014,Casual
666,31200,31602,W00069,Member
2622,31613,31100,W00395,Member
458,31602,31202,W00133,Member
1080,31604,31105,W00803,Member
482,31108,31217,W00439,Member
215,31002,31009,W00414,Member
313,31010,31009,W00717,Member
706,31106,31101,W00559,Member
1178,31205,31200,W00279,Member
2085,31610,31604,W00341,Member
2965,31103,31604,W00851,Member
781,31106,31101,W00153,Member
1334,31200,31100,W00508,Member
542,31605,31606,W00989,Member
1535,31208,31208,W00798,Member
815,31109,31102,W00897,Member
4584,31215,31215,W00771,Casual
670,31223,31100,W00557,Member
4614,31215,31215,W01059,Casual
1538,31205,31217,W00256,Member
368,31214,31101,W00438,Member
257,31100,31212,W00194,Member
206,31009,31012,W00717,Member
1543,31107,31100,W00137,Member
9592,31106,31106,W00997,Casual
208,31205,31212,W00939,Member
6351,31214,31110,W00214,Casual
6335,31214,31110,W00518,Casual
323,31109,31202,W00301,Member
941,31218,31606,W00930,Casual
3162,31217,31217,W00490,Member
4810,31605,31605,W00784,Casual
224,31011,31003,W00274,Member
4754,31605,31605,W00635,Casual
7255,31200,31205,W01063,Casual
191,31212,31205,W00939,Member
2465,31108,31215,W00743,Casual
1524,31600,31101,W00356,Member
11178,31605,31605,W00092,Casual
4568,31200,31101,W00647,Member
317,31216,31203,W00674,Member
1486,31600,31101,W00211,Casual
6953,31200,31205,W00318,Casual
1095,31109,31109,W00955,Member
6300,31004,31004,W00278,Casual
825,31502,31603,W00288,Member
396,31606,31208,W00989,Member
9321,31005,31004,W00106,Casual
8520,31103,31106,W01076,Casual
657,31204,31228,W00205,Member
9281,31005,31004,W00346,Casual
7872,31212,31100,W01039,Casual
562,31013,31010,W00580,Member
17959,31205,31205,W00215,Casual
9483,31105,31105,W00803,Casual
849,31600,31201,W00795,Member
248,31106,31104,W00077,Member
9442,31005,31002,W00742,Casual
314,31203,31214,W00674,Member
507,31208,31605,W00388,Casual
17690,31205,31205,W01019,Casual
2607,31602,31402,W00896,Casual
4015,31302,31212,W00940,Member
517,31205,31200,W00665,Member
17543,31205,31205,W00889,Casual
7760,31602,31106,W00069,Casual
7730,31602,31106,W00883,Casual
16189,31101,31214,W00203,Casual
7150,31600,31205,W00943,Casual
4197,31006,31211,W00867,Casual
21358,31101,31111,W00559,Casual
6966,31600,31205,W00221,Casual
1092,31101,31213,W00356,Member
1170,31200,31108,W00121,Member
4065,31006,31211,W00420,Casual
505,31223,31111,W00881,Member
513,31223,31111,W00586,Member
3153,31613,31613,W00798,Casual
3119,31613,31613,W00159,Casual
11502,31201,31201,W00612,Member
349,31221,31203,W00721,Member
525,31605,31606,W00749,Member
6456,31613,31613,W01053,Casual
7795,31200,31200,W00279,Casual
312,31203,31214,W00519,Member
622,31104,31205,W00077,Member
168,31011,31002,W00692,Member
1401,31206,31219,W00348,Member
5139,31215,31215,W00375,Casual
590,31200,31205,W00878,Member
1575,31214,31214,W00519,Member
356,31203,31221,W00721,Member
300,31213,31205,W00049,Casual
294,31214,31203,W00674,Member
4005,31013,31005,W00024,Casual
3976,31013,31005,W00380,Casual
162,31002,31011,W01057,Member
809,31100,31205,W00557,Member
3142,31401,31610,W00685,Member
1049,31601,31610,W00281,Member
7801,31006,31006,W00865,Casual
2254,31213,31203,W00202,Casual
7357,31101,31101,W00438,Casual
780,31228,31101,W00460,Member
4845,31205,31205,W00077,Casual
1923,31215,31217,W00743,Casual
4683,31205,31205,W00939,Casual
1096,31109,31218,W00955,Member
1504,31610,31203,W00545,Member
1103,31204,31203,W00280,Member
715,31228,31204,W00205,Member
6514,31101,31105,W00211,Casual
7136,31111,31102,W00556,Casual
7241,31215,31211,W00048,Casual
589,31604,31503,W00218,Member
671,31011,31011,W00387,Member
337,31110,31203,W00824,Member
2113,31400,31218,W00958,Casual
2093,31400,31218,W00332,Member
887,31502,31604,W00201,Member
548,31402,31602,W00531,Casual
208,31110,31214,W00446,Member
5471,31300,31300,W00400,Casual
5442,31300,31300,w00583,Casual
7063,31610,31610,W00662,Casual
1321,31212,31503,W00648,Member
898,31501,31501,W00811,Member
1850,31213,31610,W00417,Casual
420,31214,31110,W00446,Member
1156,31603,31216,W00973,Casual
375,31008,31001,W01031,Member
1985,31100,31216,W00911,Casual
2816,31605,31215,W00388,Casual
1761,31100,31216,W00277,Casual
2618,31228,31228,W01050,Casual
527,31602,31101,W00531,Member
350,31214,31203,W00519,Member
324,31202,31109,W00301,Member
944,31203,31110,W00824,Member
883,31203,31205,W00674,Member
740,31101,31200,W00340,Casual
853,31203,31205,W00280,Member
963,31203,31107,W00545,Member
862,31212,31219,W01071,Member
1706,31205,31607,W00747,Casual
628,31213,31214,W01093,Member
7130,31218,31204,W01014,Casual
687,31213,31600,W00621,Member
1156,31101,31212,W00531,Member
173,31001,31008,W01101,Member
2603,31003,31214,W00724,Member
6682,31218,31204,W00385,Casual
383,31205,31213,W00049,Casual
1239,31217,31201,W00899,Casual
570,31200,31213,W00238,Casual
3348,31218,31215,W00013,Casual
3166,31218,31215,W00407,Casual
381,31111,31201,W00632,Member
400,31602,31103,W01102,Member
600,31100,31215,W00167,Member
1747,31600,31107,W00236,Casual
275,31221,31201,W00018,Member
872,31213,31103,W00736,Member
835,31215,31221,W01070,Member
1670,31006,31100,W01079,Member
1766,31218,31220,W00479,Casual
1763,31218,31220,W00948,Casual
1137,31205,31008,W00122,Casual
11506,31613,31613,W00718,Casual
335,31216,31228,W00973,Member
1622,31218,31220,W00958,Casual
1596,31218,31220,W00955,Casual
11395,31613,31613,W00798,Casual
9699,31215,31228,W00759,Casual
517,31213,31201,W00356,Member
888,31203,31102,W00202,Member
641,31200,31101,W00701,Member
156,31103,31104,W01102,Member
9429,31215,31228,W01059,Casual
1081,31218,31610,W00332,Member
5955,31219,31219,W00183,Casual
3531,31104,31200,W01102,Casual
1169,31214,31214,W01093,Member
1393,31219,31200,W00088,Member
1819,31200,31301,W00291,Casual
3775,31213,31217,W00015,Casual
455,31003,31013,W00274,Member
1631,31400,31215,W00235,Casual
4831,31228,31220,W00302,Casual
577,31110,31201,W00794,Member
152,31004,31007,W00546,Member
159,31004,31007,W00760,Member
452,31602,31401,W00270,Member
857,31613,31606,W00772,Member
726,31219,31108,W00605,Member
1206,31215,31200,W00167,Member
1109,31107,31107,W00236,Member
1112,31107,31107,W00545,Member
1802,31613,31203,W00705,Member
1805,31613,31203,W00159,Member
2066,31111,31218,W00881,Member
2065,31111,31218,W00180,Member
547,31201,31110,W00794,Member
265,31101,31201,W00333,Member
868,31200,31205,W00998,Member
719,31222,31101,W00255,Casual
939,31100,31111,W00630,Member
649,31600,31213,W01092,Member
447,31103,31201,W00736,Member
451,31200,31201,W00340,Member
406,31215,31211,W00637,Member
387,31215,31211,W00892,Member
1952,31106,31200,W00069,Casual
937,31205,31203,W00370,Member
950,31205,31203,W00351,Member
249,31216,31228,W00927,Member
5380,31201,31201,W00356,Casual
2252,31001,31104,W00422,Casual
737,31200,31103,W00017,Member
5261,31201,31201,W00899,Casual
2571,31502,31200,W00345,Casual
1144,31605,31108,W00147,Casual
2555,31502,31200,W00440,Casual
324,31212,31213,W00569,Member
4568,31219,31219,W00642,Casual
375,31101,31214,W00647,Member
970,31108,31206,W00491,Member
223,31605,31613,W00784,Member
252,31214,31213,W01093,Member
518,31228,31109,W01035,Member
519,31301,31300,W00482,Member
2309,31108,31108,W00057,Casual
803,31101,31228,W00338,Member
173,31013,31007,W00307,Member
823,31201,31600,W00018,Member
4618,31004,31004,W00853,Casual
6400,31228,31228,W01105,Casual
76,31212,31212,W00531,Member
4480,31004,31004,W00278,Casual
808,31205,31228,W00318,Member
6296,31228,31228,W01050,Casual
1486,31200,31105,W01120,Member
1463,31200,31105,W00088,Member
1596,31108,31205,W00121,Member
919,31301,31106,W00291,Member
1019,31110,31503,W00794,Member
1105,31228,31611,W00903,Member
4441,31200,31215,W01058,Casual
3360,31400,31202,W00993,Member
1251,31216,31611,W00911,Member
1187,31218,31111,W00881,Member
1167,31218,31111,W00180,Member
804,31600,31610,W00621,Member
2773,31200,31215,W00335,Casual
238,31109,31207,W01035,Member
1270,31108,31205,W00147,Member
1083,31204,31222,W01985,Casual
